STOCK	VALUE	DAY	TIME
ILC	492	4	1396	
ILC	67	13	1569	
ILC	777	13	1019	
ILC	472	3	1249	
ILC	548	4	1630	
ILC	280	8	1423	
ILC	325	14	1428	
ILC	493	10	1166	
ILC	594	4	1291	
ILC	37	11	1504	
ILC	335	11	1407	
ILC	270	2	1295	
ILC	89	11	1154	
ILC	616	14	1336	
ILC	917	9	1617	
ILC	539	9	1142	
ILC	536	10	1326	
ILC	339	4	1647	
ILC	5	14	1356	
ILC	704	12	1007	
ILC	631	12	1278	
ILC	829	11	1696	
ILC	459	13	1219	
ILC	864	13	1218	
ILC	647	14	1344	
ILC	489	13	1630	
ILC	573	13	1522	
ILC	668	3	1392	
ILC	480	7	1084	
ILC	535	11	1611	
ILC	236	5	1644	
ILC	76	1	1650	
ILC	557	11	1032	
ILC	20	4	1267	
ILC	92	12	1439	
ILC	321	7	1326	
ILC	985	5	1572	
ILC	849	9	1439	
ILC	685	8	1630	
ILC	87	8	1270	
ILC	809	3	934	
ILC	469	3	1250	
ILC	773	7	1662	
ILC	91	11	1006	
ILC	39	11	1078	
ILC	252	2	1480	
ILC	269	6	1502	
ILC	627	2	1541	
ILC	383	8	1696	
ILC	259	6	1006	
ILC	242	9	935	
ILC	117	11	1367	
ILC	714	9	1375	
ILC	772	11	1400	
ILC	313	3	1113	
ILC	545	9	1698	
ILC	394	13	1698	
ILC	434	12	1552	
ILC	613	5	1257	
ILC	567	14	1585	
ILC	394	6	1060	
ILC	48	11	1166	
ILC	322	14	1082	
ILC	55	9	1062	
ILC	703	2	1445	
ILC	639	3	1199	
ILC	622	14	1024	
ILC	636	12	1411	
ILC	249	2	1481	
ILC	427	7	1165	
ILC	975	4	1106	
ILC	423	7	1158	
ILC	237	5	1325	
ILC	910	3	1419	
ILC	814	9	1515	
ILC	424	6	1295	
ILC	710	7	1310	
ILC	223	4	1210	
ILC	26	7	1293	
ILC	220	13	1250	
ILC	627	10	1463	
ILC	644	4	1166	
ILC	388	6	1566	
ILC	291	10	1569	
ILC	406	9	1027	
ILC	766	4	1198	
ILC	352	5	1157	
ILC	121	6	1056	
ILC	943	4	1515	
ILC	151	3	1323	
ILC	872	2	1286	
ILC	658	1	1535	
ILC	557	13	1536	
ILC	889	5	1441	
ILC	429	1	1382	
ILC	878	12	1257	
ILC	314	14	1335	
ILC	358	4	1091	
ILC	84	4	1008	
ILC	301	1	1637	
ILC	157	14	1673	
ILC	64	6	1597	
ILC	163	9	1636	
ILC	972	13	1264	
ILC	839	6	1122	
ILC	858	9	1177	
ILC	892	14	1024	
ILC	213	11	1045	
ILC	199	5	1671	
ILC	875	13	955	
ILC	464	7	1681	
ILC	308	6	1300	
ILC	490	13	1590	
ILC	677	5	1028	
ILC	599	3	1642	
ILC	941	11	1371	
ILC	907	4	1406	
ILC	132	13	1204	
ILC	452	2	1661	
ILC	249	13	1671	
ILC	236	8	1160	
ILC	441	3	1102	
ILC	802	8	1333	
ILC	597	10	1071	
ILC	431	8	1596	
ILC	734	6	1669	
ILC	102	11	1303	
ILC	848	10	1370	
ILC	769	4	1565	
ILC	947	6	1197	
ILC	965	3	1438	
ILC	416	9	1331	
ILC	364	11	1239	
ILC	690	7	1401	
ILC	367	6	1381	
ILC	951	14	1372	
ILC	584	9	1307	
ILC	874	4	1127	
ILC	753	9	949	
ILC	139	12	1198	
ILC	187	13	1597	
ILC	798	2	1661	
ILC	1	11	1141	
ILC	563	10	1317	
ILC	601	5	1049	
ILC	713	9	1669	
ILC	559	1	1611	
ILC	764	14	1200	
ILC	742	2	1166	
ILC	101	5	1320	
ILC	649	7	1165	
ILC	781	3	933	
ILC	500	4	1565	
ILC	762	5	1307	
ILC	729	12	1374	
ILC	268	6	1358	
ILC	830	1	1684	
ILC	520	10	1033	
ILC	621	12	1691	
ILC	185	8	1212	
ILC	876	4	1555	
ILC	381	2	1072	
ILC	395	3	1551	
ILC	720	8	1143	
ILC	327	7	1090	
ILC	21	1	1225	
ILC	34	9	1069	
ILC	387	5	1302	
ILC	236	8	1352	
ILC	490	13	1086	
ILC	849	13	1076	
ILC	939	7	1069	
ILC	558	9	1328	
ILC	424	12	1144	
ILC	381	1	1208	
ILC	748	8	1486	
ILC	957	9	1483	
ILC	567	6	956	
ILC	61	12	1251	
ILC	897	14	1215	
ILC	180	14	1086	
ILC	274	7	1557	
ILC	961	4	937	
ILC	461	10	1403	
ILC	534	13	1172	
ILC	629	11	1460	
ILC	14	5	1305	
ILC	235	12	1615	
ILC	814	9	1570	
ILC	808	6	1617	
ILC	684	11	1117	
ILC	36	13	1151	
ILC	962	8	1557	
ILC	578	2	1568	
ILC	603	11	1550	
ILC	364	1	1510	
ILC	881	11	1279	
ILC	625	9	1614	
ILC	983	6	1650	
ILC	192	14	1657	
ILC	458	1	1174	
ILC	351	5	1117	
ILC	808	2	1159	
ILC	827	14	1699	
ILC	113	8	1410	
ILC	46	12	1646	
ILC	810	3	1118	
ILC	928	2	1605	
ILC	685	12	1443	
ILC	859	4	1255	
ILC	349	4	1024	
ILC	769	10	1209	
ILC	956	14	1049	
ILC	591	3	1171	
ILC	852	14	1428	
ILC	273	5	1446	
ILC	483	7	985	
ILC	933	11	1341	
ILC	139	12	1661	
ILC	633	5	1195	
ILC	942	9	1554	
ILC	313	3	1385	
ILC	936	2	1680	
ILC	775	9	1677	
ILC	406	10	1246	
ILC	152	5	1625	
ILC	657	1	1387	
ILC	959	14	1653	
ILC	684	4	1567	
ILC	95	7	1696	
ILC	821	4	1684	
ILC	603	11	1471	
ILC	790	4	1398	
ILC	629	10	1379	
ILC	227	14	1109	
ILC	416	8	1374	
ILC	242	1	1348	
ILC	232	9	1373	
ILC	597	2	1353	
ILC	741	9	1335	
ILC	524	3	1494	
ILC	293	1	1304	
ILC	816	11	1198	
ILC	490	1	1294	
ILC	185	2	1063	
ILC	190	13	1005	
ILC	779	7	1169	
ILC	435	6	1458	
ILC	527	13	1049	
ILC	914	2	1289	
ILC	509	13	1209	
ILC	973	3	1433	
ILC	338	12	1029	
ILC	258	14	1516	
ILC	227	12	1636	
ILC	213	5	1553	
ILC	525	8	1497	
ILC	101	9	1307	
ILC	618	4	937	
ILC	480	11	1023	
ILC	780	4	1095	
ILC	342	4	1604	
ILC	204	1	1085	
ILC	438	14	1546	
ILC	392	10	1126	
ILC	11	2	1697	
ILC	430	8	1392	
ILC	608	13	1552	
ILC	60	11	1080	
ILC	100	4	1321	
ILC	907	11	1292	
ILC	849	8	1406	
ILC	374	9	1419	
ILC	299	10	981	
ILC	393	11	1378	
ILC	280	9	1052	
ILC	148	6	999	
ILC	775	6	1458	
ILC	598	10	953	
ILC	580	6	989	
ILC	916	3	1309	
ILC	554	14	1574	
ILC	746	14	1518	
ILC	268	14	1543	
ILC	377	7	1617	
ILC	300	6	1525	
ILC	685	2	1576	
ILC	341	1	1416	
ILC	365	9	1573	
ILC	96	4	1590	
ILC	11	8	1406	
ILC	891	9	1188	
ILC	798	10	1144	
ILC	652	8	1278	
ILC	890	3	1587	
ILC	905	2	1499	
ILC	145	8	1163	
ILC	38	10	1192	
ILC	193	6	1134	
ILC	106	4	1444	
ILC	877	6	1277	
ILC	696	4	1460	
ILC	566	11	1235	
ILC	861	13	939	
ILC	880	11	1080	
ILC	16	11	1031	
ILC	266	4	1372	
ILC	778	11	1096	
ILC	46	7	1037	
ILC	948	14	1066	
ILC	504	8	1393	
ILC	348	5	1629	
ILC	314	4	1648	
ILC	866	13	1268	
ILC	275	7	1406	
ILC	633	3	1362	
ILC	241	4	1578	
ILC	66	12	1466	
ILC	883	11	1360	
ILC	342	6	1436	
ILC	255	14	1586	
ILC	631	2	1515	
ILC	83	13	1634	
ILC	126	4	1387	
ILC	692	6	1275	
ILC	392	5	1033	
ILC	848	3	1687	
ILC	926	5	1625	
ILC	943	10	1413	
ILC	810	6	1409	
ILC	634	8	1204	
ILC	10	6	1449	
ILC	632	1	1136	
ILC	506	5	1339	
ILC	773	13	1602	
ILC	313	8	1001	
ILC	578	12	1633	
ILC	116	13	1631	
ILC	423	6	1009	
ILC	264	11	1567	
ILC	868	12	1130	
ILC	895	6	1236	
ILC	694	6	1662	
ILC	139	14	1588	
ILC	253	1	1503	
ILC	592	1	1266	
ILC	788	14	1157	
ILC	520	3	1358	
ILC	852	5	1333	
ILC	668	12	1044	
ILC	311	5	999	
ILC	751	7	1084	
ILC	622	5	1113	
ILC	162	8	1172	
ILC	58	8	950	
ILC	439	7	943	
ILC	978	7	1407	
ILC	244	8	1559	
ILC	597	2	1476	
ILC	263	11	1641	
ILC	771	12	1146	
ILC	754	9	1187	
ILC	223	9	1664	
ILC	526	8	1245	
ILC	171	11	1411	
ILC	648	3	1144	
ILC	271	14	1587	
ILC	616	13	1601	
ILC	237	10	1573	
ILC	838	10	1431	
ILC	402	7	1193	
ILC	233	12	1059	
ILC	509	3	1488	
ILC	922	7	1054	
ILC	51	12	1033	
ILC	146	4	1228	
ILC	799	6	1357	
ILC	799	5	1029	
ILC	103	3	1291	
ILC	280	14	1309	
ILC	562	9	1198	
ILC	696	6	1179	
ILC	434	8	1559	
ILC	397	4	1133	
ILC	467	3	1682	
ILC	419	8	1070	
ILC	692	13	1618	
ILC	265	4	1029	
ILC	381	4	1470	
ILC	793	1	1179	
ILC	45	14	1018	
ILC	626	2	1204	
ILC	10	11	1224	
ILC	417	11	1346	
ILC	94	2	1116	
ILC	491	12	1167	
ILC	693	10	1095	
ILC	970	13	1406	
ILC	939	12	1534	
ILC	836	6	1354	
ILC	936	3	1519	
ILC	360	5	1673	
ILC	621	13	1176	
ILC	946	11	1508	
ILC	259	6	1255	
ILC	46	10	1441	
ILC	454	8	1443	
ILC	1	5	1222	
ILC	485	3	1031	
ILC	728	6	1695	
ILC	730	8	971	
ILC	51	7	1435	
ILC	106	8	1646	
ILC	46	14	1149	
ILC	987	5	1535	
ILC	117	6	1247	
ILC	569	11	1498	
ILC	37	4	1285	
ILC	785	2	1629	
ILC	632	3	1682	
ILC	651	13	1542	
ILC	607	10	1449	
ILC	842	9	1676	
ILC	368	10	1281	
ILC	37	5	1452	
ILC	942	9	986	
ILC	576	2	1043	
ILC	349	10	1636	
ILC	231	1	1236	
ILC	163	12	1065	
ILC	698	8	930	
ILC	493	5	1571	
ILC	906	4	1573	
ILC	279	6	1335	
ILC	275	7	1283	
ILC	433	9	1428	
ILC	237	7	1207	
ILC	858	8	1437	
ILC	860	1	1023	
ILC	883	13	987	
ILC	218	9	1173	
ILC	313	7	1156	
ILC	937	2	1441	
ILC	915	13	1510	
ILC	855	13	1429	
ILC	618	14	1034	
ILC	603	9	946	
ILC	96	6	1581	
ILC	852	8	1136	
ILC	939	1	1080	
ILC	425	2	1547	
ILC	960	7	1459	
ILC	434	7	1485	
ILC	406	12	985	
ILC	963	4	1079	
ILC	424	13	1205	
ILC	166	3	1116	
ILC	327	3	1077	
ILC	413	8	1327	
ILC	217	4	948	
ILC	619	12	1301	
ILC	37	14	1464	
ILC	243	11	1460	
ILC	863	4	1467	
ILC	176	3	967	
ILC	175	10	1237	
ILC	291	6	1387	
ILC	762	10	1695	
ILC	164	1	1127	
ILC	76	7	1622	
ILC	660	9	1391	
ILC	574	1	1135	
ILC	130	3	1544	
ILC	983	14	1277	
ILC	50	5	1532	
ILC	903	14	1267	
ILC	162	12	1660	
ILC	146	5	1340	
ILC	952	12	1576	
ILC	433	12	1337	
ILC	526	4	1695	
ILC	95	1	959	
ILC	99	10	1044	
ILC	252	7	1271	
ILC	398	4	1391	
ILC	781	4	1238	
ILC	826	3	936	
ILC	136	4	1441	
ILC	316	8	1047	
ILC	219	8	1387	
ILC	623	7	1092	
ILC	586	3	1606	
ILC	861	2	1003	
ILC	974	4	1657	
ILC	226	8	1643	
ILC	789	5	1151	
ILC	560	5	1409	
ILC	109	11	1336	
ILC	634	2	1231	
ILC	583	6	1290	
ILC	747	1	1437	
ILC	507	9	1666	
ILC	436	12	1260	
ILC	383	1	1139	
ILC	330	13	1497	
ILC	46	12	1548	
ILC	152	9	1012	
ILC	809	13	1541	
ILC	882	11	1084	
ILC	324	4	1360	
ILC	566	13	1236	
ILC	852	2	1631	
ILC	279	8	1650	
ILC	662	14	1095	
ILC	253	13	1543	
ILC	167	6	1601	
ILC	468	7	1425	
ILC	700	3	1173	
ILC	998	13	1509	
ILC	118	11	1009	
ILC	556	5	1672	
ILC	656	3	1654	
ILC	4	4	1326	
ILC	896	9	1219	
ILC	873	6	1138	
ILC	595	2	1027	
ILC	852	1	1258	
ILC	486	7	1541	
ILC	41	10	1664	
ILC	432	13	1159	
ILC	399	9	1004	
ILC	251	7	1392	
ILC	652	3	1367	
ILC	319	6	1412	
ILC	71	13	965	
ILC	519	12	1667	
ILC	147	9	1676	
ILC	385	1	1225	
ILC	43	8	1230	
ILC	722	12	1541	
ILC	746	4	1656	
ILC	680	6	1425	
ILC	659	7	1236	
ILC	117	8	1657	
ILC	995	14	1466	
ILC	986	5	1123	
ILC	537	1	987	
ILC	833	3	1249	
ILC	575	4	1687	
ILC	761	10	1339	
ILC	945	3	1055	
ILC	683	1	1111	
ILC	631	4	1462	
ILC	511	1	1116	
ILC	936	14	981	
ILC	64	2	1568	
ILC	923	14	1588	
ILC	650	13	1215	
ILC	448	11	1366	
ILC	357	10	1386	
ILC	527	13	1505	
ILC	357	10	1027	
ILC	815	7	1338	
ILC	555	8	1334	
ILC	332	10	1031	
ILC	215	5	931	
ILC	443	12	1457	
ILC	163	12	1663	
ILC	476	1	1074	
ILC	145	3	1064	
ILC	172	9	1322	
ILC	459	10	1186	
ILC	249	10	1304	
ILC	638	10	1211	
ILC	743	6	1170	
ILC	277	9	1413	
ILC	227	9	1048	
ILC	411	4	1370	
ILC	819	8	1614	
ILC	588	12	1615	
ILC	199	5	1164	
ILC	32	5	1156	
ILC	53	10	1307	
ILC	892	4	1378	
ILC	499	3	1405	
ILC	372	6	1125	
ILC	11	11	1023	
ILC	57	3	1141	
ILC	161	8	993	
ILC	489	4	1319	
ILC	397	4	1502	
ILC	411	14	1651	
ILC	607	1	1244	
ILC	800	14	1157	
ILC	827	12	1478	
ILC	456	10	1540	
ILC	183	9	1192	
ILC	887	2	1418	
ILC	733	1	1106	
ILC	196	6	1476	
ILC	137	4	1274	
ILC	727	2	1359	
ILC	427	7	1672	
ILC	921	14	1667	
ILC	849	1	1158	
ILC	671	1	1004	
ILC	383	10	1222	
ILC	492	4	1160	
ILC	848	14	1260	
ILC	269	9	969	
ILC	343	7	1591	
ILC	987	2	1354	
ILC	233	9	1104	
ILC	133	7	1216	
ILC	579	14	1674	
ILC	509	4	1413	
ILC	855	8	1550	
ILC	784	6	1409	
ILC	635	11	1352	
ILC	286	3	1594	
ILC	225	14	1604	
ILC	849	1	1639	
ILC	289	5	1650	
ILC	151	11	1031	
ILC	952	2	1699	
ILC	523	2	1580	
ILC	35	8	980	
ILC	671	12	1084	
ILC	38	13	1143	
ILC	586	1	1182	
ILC	512	8	1433	
ILC	389	8	1168	
ILC	225	3	1118	
ILC	448	9	1257	
ILC	135	12	1086	
ILC	134	10	1450	
ILC	117	14	1653	
ILC	903	9	1370	
ILC	984	7	983	
ILC	928	10	1440	
ILC	440	8	1544	
ILC	144	7	1186	
ILC	745	7	1095	
ILC	914	12	1140	
ILC	67	1	990	
ILC	498	3	1075	
ILC	717	5	1576	
ILC	18	13	1258	
ILC	464	3	1218	
ILC	410	1	1109	
ILC	578	7	1595	
ILC	475	4	1192	
ILC	230	6	1531	
ILC	289	3	1023	
ILC	365	3	1156	
ILC	128	5	1616	
ILC	539	11	1361	
ILC	913	11	1213	
ILC	640	3	1476	
ILC	757	11	977	
ILC	569	7	1506	
ILC	586	14	1410	
ILC	634	11	1697	
ILC	502	10	1014	
ILC	73	5	1534	
ILC	919	5	1569	
ILC	737	3	1324	
ILC	81	1	1219	
ILC	571	2	1380	
ILC	193	2	940	
ILC	593	5	1330	
ILC	212	6	1625	
ILC	909	8	1463	
ILC	712	3	1010	
ILC	692	4	1398	
ILC	913	6	1146	
ILC	875	13	1322	
ILC	731	1	1032	
ILC	780	8	1374	
ILC	205	9	1248	
ILC	135	5	987	
ILC	428	13	1103	
ILC	278	6	1089	
ILC	634	7	1698	
ILC	784	2	1484	
ILC	93	6	1443	
ILC	407	10	1024	
ILC	264	10	1429	
ILC	578	14	1401	
ILC	426	8	1638	
ILC	284	2	1418	
ILC	720	3	1469	
ILC	40	8	1036	
ILC	594	11	1655	
ILC	168	10	1253	
ILC	270	4	1204	
ILC	538	11	1378	
ILC	272	7	1551	
ILC	707	2	1393	
ILC	696	9	1355	
ILC	869	4	1447	
ILC	381	2	1451	
ILC	600	8	1444	
ILC	715	14	1037	
ILC	877	11	1386	
ILC	60	10	1417	
ILC	611	4	1500	
ILC	128	5	1407	
ILC	338	8	1242	
ILC	742	7	1447	
ILC	263	12	954	
ILC	34	9	1512	
ILC	202	10	1601	
ILC	763	6	1684	
ILC	71	13	1609	
ILC	907	7	1159	
ILC	804	5	1151	
ILC	729	13	1528	
ILC	103	14	1401	
ILC	783	4	1392	
ILC	634	4	1136	
ILC	220	14	1273	
ILC	978	6	1108	
ILC	949	5	1515	
ILC	164	2	1063	
ILC	353	9	1613	
ILC	223	12	1131	
ILC	31	7	987	
ILC	766	4	1032	
ILC	420	11	1263	
ILC	842	11	1183	
ILC	184	5	1613	
ILC	545	10	1382	
ILC	243	6	1308	
ILC	993	2	1499	
ILC	674	9	1022	
ILC	781	4	1601	
ILC	208	10	1182	
ILC	798	11	1012	
ILC	891	14	1252	
ILC	229	11	1649	
ILC	73	11	992	
ILC	893	6	1250	
ILC	457	11	1554	
ILC	400	9	1272	
ILC	75	2	1233	
ILC	107	10	1050	
ILC	301	7	943	
ILC	105	5	1511	
ILC	57	4	1371	
ILC	221	4	1451	
ILC	950	8	1491	
ILC	465	14	1064	
ILC	460	12	1271	
ILC	884	4	1309	
ILC	622	10	1159	
ILC	24	4	1657	
ILC	750	10	1615	
ILC	112	9	940	
ILC	594	2	1426	
ILC	336	7	1249	
ILC	615	8	1583	
ILC	179	7	1573	
ILC	727	13	1053	
ILC	784	5	1324	
ILC	64	6	1414	
ILC	956	10	1415	
ILC	245	7	1381	
ILC	854	6	946	
ILC	302	3	961	
ILC	478	7	1132	
ILC	49	2	1408	
ILC	367	12	1233	
ILC	45	9	1545	
ILC	258	5	963	
ILC	687	5	1368	
ILC	562	13	1524	
ILC	552	8	1085	
ILC	676	12	1452	
ILC	477	14	1666	
ILC	292	1	932	
ILC	777	8	1311	
ILC	729	10	1358	
ILC	768	6	1055	
ILC	634	3	1049	
ILC	212	6	948	
ILC	560	10	982	
ILC	983	14	1412	
ILC	670	1	1079	
ILC	13	5	1221	
ILC	605	11	1411	
ILC	501	11	1350	
ILC	34	12	1075	
ILC	382	6	1380	
ILC	991	4	1619	
ILC	645	11	950	
ILC	845	13	1245	
ILC	827	9	1601	
ILC	556	1	931	
ILC	321	8	1407	
ILC	425	3	1674	
ILC	344	8	1316	
ILC	846	7	1582	
ILC	16	12	1082	
ILC	179	14	1659	
ILC	312	1	1502	
ILC	102	5	1352	
ILC	828	10	1185	
ILC	44	7	1623	
ILC	424	8	1334	
ILC	882	10	1671	
ILC	431	10	1400	
ILC	127	5	1673	
ILC	137	13	1530	
ILC	229	9	943	
ILC	37	11	1107	
ILC	209	7	1420	
ILC	24	7	1014	
ILC	745	10	1291	
ILC	764	2	1014	
ILC	810	12	1244	
ILC	769	9	1691	
ILC	861	3	1540	
ILC	557	3	1554	
ILC	239	1	1565	
ILC	896	12	1644	
ILC	176	7	1041	
ILC	640	6	993	
ILC	835	6	1553	
ILC	599	3	1335	
ILC	408	2	1434	
ILC	249	8	1207	
ILC	185	13	1191	
ILC	217	7	1270	
ILC	923	13	1595	
ILC	920	4	1508	
ILC	521	2	963	
ILC	825	1	1152	
ILC	381	6	1560	
ILC	512	13	1646	
ILC	362	11	1042	
ILC	531	11	1413	
ILC	169	8	1070	
ILC	401	2	1527	
ILC	364	6	1226	
ILC	5	13	950	
ILC	359	1	1029	
ILC	73	6	1183	
ILC	450	4	1496	
ILC	955	4	1094	
ILC	352	4	1296	
ILC	449	5	1182	
ILC	736	10	1359	
ILC	74	8	1051	
ILC	737	3	1650	
ILC	684	3	1017	
ILC	92	9	1100	
ILC	853	11	1698	
ILC	328	12	1028	
ILC	69	3	941	
ILC	676	13	1538	
ILC	276	1	1318	
ILC	398	1	1175	
ILC	383	9	1523	
ILC	10	4	1314	
ILC	919	8	1061	
ILC	470	11	1494	
ILC	464	12	1258	
ILC	882	10	1041	
ILC	105	8	1159	
ILC	924	6	1255	
ILC	141	12	1127	
ILC	286	8	1106	
ILC	527	13	1484	
ILC	984	2	1470	
ILC	303	8	1360	
ILC	207	11	1479	
ILC	491	13	1621	
ILC	791	5	1271	
ILC	713	2	1299	
ILC	775	8	1099	
ILC	766	9	1656	
ILC	134	9	1063	
ILC	615	3	1442	
ILC	719	12	1222	
ILC	747	4	1275	
ILC	537	13	1071	
ILC	463	2	1550	
ILC	657	7	1322	
ILC	605	11	1256	
ILC	655	14	1514	
ILC	202	2	1014	
ILC	521	14	1066	
ILC	729	5	1296	
ILC	926	13	1679	
ILC	403	11	1678	
ILC	516	6	1576	
ILC	298	6	1470	
ILC	369	10	1688	
ILC	891	9	1572	
ILC	688	13	1655	
ILC	684	9	1341	
ILC	738	8	978	
ILC	417	2	1666	
ILC	684	2	1497	
ILC	87	9	1316	
ILC	365	2	1552	
ILC	724	4	1368	
ILC	374	10	1302	
ILC	824	12	1230	
ILC	351	9	1369	
ILC	885	6	1424	
ILC	474	11	1349	
ILC	688	2	1279	
ILC	424	10	954	
ILC	119	2	1590	
ILC	239	8	1069	
ILC	40	12	1377	
ILC	265	2	1594	
ILC	10	8	1344	
ILC	159	14	1103	
ILC	804	4	1305	
ILC	431	8	1568	
ILC	558	7	1258	
ILC	352	6	1663	
ILC	21	1	1375	
ILC	404	3	1607	
ILC	737	2	1153	
ILC	879	13	1017	
ILC	357	3	1645	
ILC	621	11	1065	
ILC	799	1	1077	
ILC	294	10	1321	
ILC	125	5	1228	
ILC	863	9	1382	
ILC	477	13	964	
ILC	770	10	1432	
ILC	826	13	1252	
ILC	88	12	1328	
ILC	647	14	947	
ILC	609	1	1179	
ILC	45	11	1695	
ILC	557	2	1447	
ILC	338	13	1626	
ILC	356	3	1345	
ILC	754	5	1245	
ILC	651	9	1218	
ILC	5	6	1553	
ILC	852	6	1311	
ILC	898	12	1155	
ILC	714	13	1651	
ILC	894	9	1434	
ILC	525	4	1030	
ILC	474	3	1230	
ILC	580	12	974	
ILC	195	5	1615	
ILC	59	12	1590	
ILC	293	6	1426	
ILC	634	12	1650	
ILC	682	1	1578	
ILC	791	2	1309	
ILC	584	9	1596	
ILC	297	7	1198	
ILC	786	7	962	
ILC	332	11	1652	
ILC	79	14	1563	
ILC	940	13	1650	
ILC	689	13	1028	
ILC	868	6	941	
ILC	285	10	1636	
ILC	304	12	1276	
ILC	815	14	1345	
ILC	865	8	1526	
ILC	727	9	1109	
ILC	740	13	1399	
ILC	977	8	1119	
ILC	475	11	1354	
ILC	602	1	1005	
ILC	83	13	1617	
ILC	768	10	957	
ILC	995	1	1246	
ILC	40	11	1362	
ILC	232	4	1190	
ILC	379	12	1134	
ILC	392	7	1495	
ILC	131	14	1547	
ILC	790	7	1357	
ILC	429	10	1586	
ILC	776	1	1341	
ILC	29	1	1496	
ILC	25	12	1158	
ILC	118	7	1629	
ILC	49	5	1113	
ILC	675	11	954	
ILC	223	5	1031	
ILC	739	9	1449	
ILC	305	10	1453	
ILC	858	2	1459	
ILC	807	12	1403	
ILC	21	1	1610	
ILC	501	7	1086	
ILC	551	9	1411	
ILC	705	8	1614	
ILC	110	8	1521	
ILC	928	4	1614	
ILC	902	5	1440	
ILC	727	4	1493	
ILC	158	9	1123	
ILC	515	4	1480	
ILC	881	1	1092	
ILC	745	7	1376	
ILC	381	9	1412	
ILC	267	13	1480	
ILC	914	11	1374	
ILC	141	12	1147	
ILC	337	8	1667	
ILC	914	13	1091	
ILC	101	2	1690	
ILC	605	14	1040	
ILC	641	2	1093	
ILC	518	10	1330	
ILC	699	9	1057	
ILC	301	1	1126	
ILC	90	4	950	
ILC	24	14	1323	
ILC	479	5	1110	
ILC	759	1	982	
ILC	887	6	1310	
ILC	439	11	1387	
ILC	503	9	1534	
ILC	818	2	1044	
ILC	605	8	1146	
ILC	414	10	1248	
ILC	948	8	1568	
ILC	37	1	1310	
ILC	327	14	1158	
ILC	720	13	1155	
ILC	381	7	1562	
ILC	748	10	1488	
ILC	56	3	1179	
ILC	183	6	1102	
ILC	33	6	932	
ILC	266	12	1001	
ILC	867	6	1241	
ILC	471	14	1327	
ILC	935	1	1627	
ILC	596	3	1491	
ILC	367	4	1232	
ILC	68	5	1460	
ILC	22	3	1666	
ILC	431	13	1395	
ILC	252	1	1048	
ILC	901	3	1674	
ILC	961	5	1312	
ILC	521	8	1217	
ILC	760	11	1470	
ILC	720	6	1481	
ILC	598	5	1303	
ILC	561	14	1315	
ILC	485	12	1510	
ILC	873	6	952	
ILC	544	7	1295	
ILC	821	14	1215	
ILC	836	14	1182	
ILC	100	4	1217	
ILC	805	10	1081	
ILC	840	2	1622	
ILC	364	8	1210	
ILC	755	3	944	
ILC	482	8	1068	
ILC	880	13	1681	
ILC	851	7	947	
ILC	147	9	1646	
ILC	313	12	1225	
ILC	653	11	1080	
ILC	640	4	1445	
ILC	209	1	1173	
ILC	672	5	1282	
ILC	117	5	1000	
ILC	328	3	1313	
ILC	328	14	1113	
ILC	266	9	1018	
ILC	392	12	1449	
ILC	607	13	1308	
ILC	592	14	1433	
ILC	586	8	1188	
ILC	350	5	1419	
ILC	602	9	1603	
ILC	380	11	1647	
ILC	242	10	1167	
ILC	674	1	1664	
ILC	550	3	1622	
ILC	851	5	1558	
ILC	398	6	1140	
ILC	26	5	1389	
ILC	835	4	1054	
ILC	68	8	1207	
ILC	845	8	1152	
ILC	969	7	1170	
ILC	475	11	1275	
ILC	562	10	986	
ILC	830	2	1208	
ILC	412	7	1187	
ILC	891	3	1640	
ILC	861	1	1474	
ILC	413	13	992	
ILC	186	9	1327	
ILC	670	4	1485	
ILC	694	14	1668	
ILC	654	3	1480	
ILC	878	12	1153	
ILC	850	10	1639	
ILC	836	8	1640	
ILC	228	13	1056	
ILC	630	7	1188	
ILC	356	6	1617	
ILC	428	10	1365	
ILC	758	13	1693	
ILC	387	9	1115	
ILC	692	3	967	
ILC	635	6	1638	
ILC	171	5	1552	
ILC	288	14	1403	
ILC	835	8	1352	
ILC	213	6	991	
ILC	163	12	1247	
ILC	520	11	1310	
ILC	73	11	1155	
ILC	383	2	1307	
ILC	420	5	1389	
ILC	659	12	976	
ILC	381	6	1512	
ILC	135	10	1422	
ILC	612	7	1429	
ILC	144	7	1624	
ILC	151	13	1164	
ILC	204	6	1033	
ILC	768	8	1477	
ILC	515	7	1197	
ILC	575	4	1550	
ILC	602	13	1697	
ILC	755	3	1245	
ILC	41	10	1520	
ILC	296	12	1226	
ILC	746	5	1260	
ILC	24	13	1262	
ILC	202	7	1148	
ILC	709	13	1040	
ILC	303	12	1549	
ILC	808	14	1320	
ILC	197	2	1616	
ILC	823	13	1149	
ILC	576	4	997	
ILC	461	4	1634	
ILC	596	7	1172	
ILC	910	1	1515	
ILC	849	9	1290	
ILC	369	1	1028	
ILC	541	13	1106	
ILC	749	2	1132	
ILC	413	12	947	
ILC	910	12	1366	
ILC	621	5	966	
ILC	400	1	1009	
ILC	576	5	1073	
ILC	574	7	1538	
ILC	265	5	1563	
ILC	568	13	938	
ILC	972	13	1598	
ILC	272	7	1654	
ILC	199	12	954	
ILC	915	1	1341	
